"","X","budget","genres","homepage","id","keywords","original_language","original_title","overview","popularity","production_companies","production_countries","release_date","revenue","runtime","spoken_languages","status","tagline","title","vote_average","vote_count"
"47",47,10500000,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 12, ""name"": ""Adventure""}]","",62,"[{""id"": 305, ""name"": ""moon""}, {""id"": 306, ""name"": ""jupiter""}, {""id"": 310, ""name"": ""artificial intelligence""}, {""id"": 312, ""name"": ""man vs machine""}, {""id"": 1576, ""name"": ""technology""}, {""id"": 3222, ""name"": ""super computer""}, {""id"": 3714, ""name"": ""human being""}, {""id"": 3801, ""name"": ""space travel""}, {""id"": 4040, ""name"": ""space mission""}, {""id"": 12185, ""name"": ""moon base""}, {""id"": 14626, ""name"": ""astronaut""}, {""id"": 34152, ""name"": ""evolution""}, {""id"": 155689, ""name"": ""monolith""}, {""id"": 156039, ""name"": ""space station""}]","en","2001: A Space Odyssey","Humanity finds a mysterious object buried beneath the lunar surface and sets off to find its origins with the help of HAL 9000, the world's most advanced super computer.",86.201184,"[{""name"": ""Stanley Kubrick Productions"", ""id"": 385}, {""name"": ""Metro-Goldwyn-Mayer (MGM)"", ""id"": 8411}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",1968,68700000,149,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""ru"", ""name"": ""P\u0443\u0441\u0441\u043a\u0438\u0439""}]","Released","An epic drama of adventure and exploration","2001: A Space Odyssey",7.9,2998
"48",48,10500000,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}]","http://www.et20.com/",601,"[{""id"": 455, ""name"": ""farewell""}, {""id"": 1007, ""name"": ""homesickness""}, {""id"": 1432, ""name"": ""nasa""}, {""id"": 1603, ""name"": ""extraterrestrial technology""}, {""id"": 1604, ""name"": ""operation""}, {""id"": 1826, ""name"": ""space marine""}, {""id"": 1872, ""name"": ""loss of father""}, {""id"": 2430, ""name"": ""hiding place""}, {""id"": 3197, ""name"": ""riding a bicycle""}, {""id"": 3243, ""name"": ""flying saucer""}, {""id"": 3246, ""name"": ""prosecution""}, {""id"": 3335, ""name"": ""halloween""}, {""id"": 4527, ""name"": ""flowerpot""}, {""id"": 5958, ""name"": ""finger""}, {""id"": 9457, ""name"": ""single""}]","en","E.T. the Extra-Terrestrial","After a gentle alien becomes stranded on Earth, the being is discovered and befriended by a young boy named Elliott. Bringing the extraterrestrial into his suburban California house, Elliott introduces E.T., as the alien is dubbed, to his brother and his little sister, Gertie, and the children decide to keep its existence a secret. Soon, however, E.T. falls ill, resulting in government intervention and a dire situation for both Elliott and the alien.",56.105798,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Amblin Entertainment"", ""id"": 56}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1982,792910554,115,"[{""iso_639_1"": ""en"", ""name"": ""English""}]","Released","He is afraid. He is alone. He is three million light years from home.","E.T. the Extra-Terrestrial",7.3,3269
"49",49,9500000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 12, ""name"": ""Adventure""}]","http://www.mgm.com/view/movie/2347/You-Only-Live-Twice/",667,"[{""id"": 212, ""name"": ""london england""}, {""id"": 233, ""name"": ""japan""}, {""id"": 392, ""name"": ""england""}, {""id"": 441, ""name"": ""assassination""}, {""id"": 720, ""name"": ""helicopter""}, {""id"": 746, ""name"": ""vulkan""}, {""id"": 782, ""name"": ""assassin""}, {""id"": 1293, ""name"": ""asia""}, {""id"": 1308, ""name"": ""secret identity""}, {""id"": 1432, ""name"": ""nasa""}, {""id"": 2041, ""name"": ""island""}, {""id"": 2139, ""name"": ""russia""}, {""id"": 2534, ""name"": ""missile""}, {""id"": 2770, ""name"": ""war ship""}, {""id"": 3075, ""name"": ""ninja fighter""}, {""id"": 3268, ""name"": ""secret base""}, {""id"": 3269, ""name"": ""secret mission""}, {""id"": 3271, ""name"": ""secret organization""}, {""id"": 3272, ""name"": ""secret intelligence service""}, {""id"": 3284, ""name"": ""phantom""}, {""id"": 3289, ""name"": ""villain""}, {""id"": 3346, ""name"": ""sumo ringer""}, {""id"": 3347, ""name"": ""volcano""}, {""id"": 3739, ""name"": ""funeral""}, {""id"": 9882, ""name"": ""space""}, {""id"": 13065, ""name"": ""soldier""}, {""id"": 15127, ""name"": ""killer""}, {""id"": 41249, ""name"": ""secret service""}, {""id"": 222423, ""name"": ""blast""}]","en","You Only Live Twice","A mysterious space craft kidnaps a Russian and American space capsule and brings the world on the verge of another World War. James Bond investigates the case in Japan and meets with his archenemy Blofeld. The fifth film from the legendary James Bond series starring Sean Connery as the British super agent.",28.675891,"[{""name"": ""Eon Productions"", ""id"": 7576}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",1967,111584787,117,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""ja"", ""name"": ""\u65e5\u672c\u8a9e""}, {""iso_639_1"": ""ru"", ""name"": ""P\u0443\u0441\u0441\u043a\u0438\u0439""}]","Released","You Only Live Twice...and Twice is the only way to live!","You Only Live Twice",6.5,531
"50",50,8250000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}, {""id"": 10749, ""name"": ""Romance""}]","",11620,"[{""id"": 5049, ""name"": ""ancient rome""}, {""id"": 6917, ""name"": ""epic""}, {""id"": 9144, ""name"": ""kaiser nero""}]","en","Quo Vadis","Set against the back drop of Rome in crisis, General Marcus Vinicius returns to the city from the battle fields and falls in love with a Christian woman, Lygia. Caught in the grip of insanity, Nero's atrocities become more extreme and he burns Rome, laying the blame on the Christians. Vinicius races to save Lygia from the wrath of Nero as the empire of Rome collapses around them.",7.973109,"[{""name"": ""Metro-Goldwyn-Mayer (MGM)"", ""id"": 8411}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1951,3e+07,171,"[{""iso_639_1"": ""en"", ""name"": ""English""}]","Released","THIS IS THE BIG ONE! The splendor and savagery of the world's wickedest empire! Three hours of spectacle you'll remember for a lifetime!","Quo Vadis",7,63
"51",51,8200000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 10402, ""name"": ""Music""}, {""id"": 10749, ""name"": ""Romance""}]","",15121,"[{""id"": 836, ""name"": ""resistance""}, {""id"": 1201, ""name"": ""austria""}, {""id"": 1956, ""name"": ""world war ii""}, {""id"": 4344, ""name"": ""musical""}, {""id"": 6383, ""name"": ""music competition""}, {""id"": 7954, ""name"": ""salzburg""}, {""id"": 10181, ""name"": ""based on play""}, {""id"": 11020, ""name"": ""classic""}, {""id"": 160175, ""name"": ""alps""}, {""id"": 165468, ""name"": ""governess""}, {""id"": 165470, ""name"": ""convent""}, {""id"": 165485, ""name"": ""music contest""}, {""id"": 165492, ""name"": ""novice""}, {""id"": 165493, ""name"": ""puppet show""}, {""id"": 165495, ""name"": ""nun in love""}, {""id"": 189422, ""name"": ""nazi occupation""}, {""id"": 214548, ""name"": ""1930s""}]","en","The Sound of Music","Film adaptation of a classic Rodgers and Hammerstein musical based on a nun who becomes a governess for an Austrian family.",37.960289,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Robert Wise Productions"", ""id"": 6304}, {""name"": ""Argyle Enterprises"", ""id"": 6305}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1965,286214286,174,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""it"", ""name"": ""Italiano""}]","Released","The happiest sound in all the world!","The Sound of Music",7.4,941
"52",52,7200000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]","http://www.mgm.com/view/movie/529/Diamonds-Are-Forever/",681,"[{""id"": 470, ""name"": ""spy""}, {""id"": 1721, ""name"": ""fight""}, {""id"": 3271, ""name"": ""secret organization""}, {""id"": 3376, ""name"": ""satellite""}, {""id"": 4289, ""name"": ""secret agent""}, {""id"": 4585, ""name"": ""plastic surgery""}, {""id"": 6212, ""name"": ""smuggling""}, {""id"": 9826, ""name"": ""murder""}, {""id"": 11259, ""name"": ""extortion""}, {""id"": 14819, ""name"": ""violence""}, {""id"": 33626, ""name"": ""millionaire""}, {""id"": 154881, ""name"": ""fingerprints""}, {""id"": 155514, ""name"": ""dirt bike""}, {""id"": 166873, ""name"": ""woman drowned""}, {""id"": 174511, ""name"": ""casino owner""}, {""id"": 174519, ""name"": ""old woman murdered""}, {""id"": 174520, ""name"": ""high dive""}, {""id"": 174523, ""name"": ""gender disguise""}, {""id"": 179430, ""name"": ""aftercreditsstinger""}, {""id"": 206694, ""name"": ""master villain""}]","en","Diamonds Are Forever","Diamonds are stolen only to be sold again in the international market. James Bond infiltrates a smuggling mission to find out who’s guilty. The mission takes him to Las Vegas where Bond meets his archenemy Blofeld.",34.634181,"[{""name"": ""United Artists"", ""id"": 60}, {""name"": ""Eon Productions"", ""id"": 7576}, {""name"": ""Danjaq"", ""id"": 10761}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1971,116019547,120,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""de"", ""name"": ""Deutsch""}]","Released","The man who made 007 a household number","Diamonds Are Forever",6.3,553
"53",53,6000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 80, ""name"": ""Crime""}]","http://www.thegodfather.com/",238,"[{""id"": 131, ""name"": ""italy""}, {""id"": 699, ""name"": ""love at first sight""}, {""id"": 1872, ""name"": ""loss of father""}, {""id"": 4677, ""name"": ""patriarch""}, {""id"": 10291, ""name"": ""organized crime""}, {""id"": 10391, ""name"": ""mafia""}, {""id"": 10909, ""name"": ""lawyer""}, {""id"": 11590, ""name"": ""italian american""}, {""id"": 33421, ""name"": ""crime family""}, {""id"": 165725, ""name"": ""rise to power""}, {""id"": 166462, ""name"": ""mob boss""}, {""id"": 207883, ""name"": ""1940s""}]","en","The Godfather","Spanning the years 1945 to 1955, a chronicle of the fictional Italian-American Corleone crime family. When organized crime family patriarch, Vito Corleone barely survives an attempt on his life, his youngest son, Michael steps in to take care of the would-be killers, launching a campaign of bloody revenge.",143.659698,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Alfran Productions"", ""id"": 10211}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1972,245066411,175,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""it"", ""name"": ""Italiano""}, {""iso_639_1"": ""la"", ""name"": ""Latin""}]","Released","An offer you can't refuse.","The Godfather",8.4,5893
"54",54,6000000,"[{""id"": 36, ""name"": ""History""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 37, ""name"": ""Western""}, {""id"": 80, ""name"": ""Crime""}]","",642,"[{""id"": 1016, ""name"": ""wyoming""}, {""id"": 6165, ""name"": ""historical figure""}, {""id"": 168374, ""name"": ""loot sharing""}]","en","Butch Cassidy and the Sundance Kid","In late 1890s Wyoming, Butch Cassidy is the affable, clever and talkative leader of the outlaw Hole in the Wall Gang. His closest companion is the laconic dead-shot 'Sundance Kid'. As the west rapidly becomes civilized, the law finally catches up to Butch, Sundance and their gang.  Chased doggedly by a special posse, the two decide to make their way to South America in hopes of evading their pursuers once and for all.",24.499996,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Campanile Productions"", ""id"": 381}, {""name"": ""Newman-Foreman Productions"", ""id"": 382}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1969,102308889,110,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]","Released","Not that it matters, but most of it is true.","Butch Cassidy and the Sundance Kid",7.4,650
"55",55,6000000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10402, ""name"": ""Music""}]","",1725,"[{""id"": 100, ""name"": ""slum""}, {""id"": 542, ""name"": ""street gang""}, {""id"": 699, ""name"": ""love at first sight""}, {""id"": 797, ""name"": ""showdown""}, {""id"": 2124, ""name"": ""puerto rican""}, {""id"": 2356, ""name"": ""immigrant""}, {""id"": 3306, ""name"": ""highway""}, {""id"": 3691, ""name"": ""forbidden love""}, {""id"": 4344, ""name"": ""musical""}, {""id"": 9823, ""name"": ""rivalry""}, {""id"": 9932, ""name"": ""feud""}, {""id"": 10131, ""name"": ""interracial relationship""}, {""id"": 10449, ""name"": ""sondheim""}, {""id"": 18087, ""name"": ""attempted rape""}, {""id"": 33699, ""name"": ""policeman""}, {""id"": 158375, ""name"": ""based on stage musical""}, {""id"": 159278, ""name"": ""obsessive love""}, {""id"": 160367, ""name"": ""lifting female in air""}, {""id"": 165100, ""name"": ""young love""}, {""id"": 165212, ""name"": ""modern day adaptation""}, {""id"": 165214, ""name"": ""shakespeare in modern dress""}]","en","West Side Story","In the slums of the upper West Side of Manhattan, New York, a gang of Polish-American teenagers called the Jets compete with a rival gang of recently immigrated Puerto Ricans, the Sharks, to ""own"" the neighborhood streets. Tensions are high between the gangs but two kids, one from each rival gang, fall in love leading to tragedy.",23.431117,"[{""name"": ""United Artists"", ""id"": 60}, {""name"": ""Seven Arts"", ""id"": 8268}, {""name"": ""Mirisch Pictures"", ""id"": 90571}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1961,43656822,152,"[{""iso_639_1"": ""en"", ""name"": ""English""}]","Released","The screen achieves one of the great entertainments in the history of motion pictures","West Side Story",7,389
"56",56,4100000,"[{""id"": 18, ""name"": ""Drama""}]","",29912,"[{""id"": 3571, ""name"": ""crucifixion""}, {""id"": 5049, ""name"": ""ancient rome""}]","en","The Robe","Marcellus is a tribune in the time of Christ. He is in charge of the group that is assigned to crucify Jesus. Drunk, he wins Jesus' homespun robe after the crucifixion. He is tormented by nightmares and delusions after the event. Hoping to find a way to live with what he has done, and still not believing in Jesus, he returns to Palestine to try and learn what he can of the man he killed.",4.028875,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1953,3.6e+07,135,"[{""iso_639_1"": ""en"", ""name"": ""English""}]","Released","The first motion picture in CinemaScope--the modern miracle you see without glasses!","The Robe",6.4,42
"57",57,5000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 878, ""name"": ""Science Fiction""}]","",173,"[{""id"": 269, ""name"": ""diving""}, {""id"": 270, ""name"": ""ocean""}, {""id"": 339, ""name"": ""submarine""}, {""id"": 385, ""name"": ""jules verne""}, {""id"": 1316, ""name"": ""captain""}, {""id"": 2768, ""name"": ""atlantis""}, {""id"": 2769, ""name"": ""deep sea""}, {""id"": 2770, ""name"": ""war ship""}, {""id"": 2772, ""name"": ""diving suit""}, {""id"": 3193, ""name"": ""harpoon""}, {""id"": 3799, ""name"": ""ship""}, {""id"": 6091, ""name"": ""war""}, {""id"": 10503, ""name"": ""scuba diving""}, {""id"": 14785, ""name"": ""underwater""}, {""id"": 155334, ""name"": ""scuba""}, {""id"": 191409, ""name"": ""captain nemo""}, {""id"": 219972, ""name"": ""giant  squid""}]","en","20,000 Leagues Under the Sea","A ship sent to investigate a wave of mysterious sinkings encounters the advanced submarine, the Nautilus, commanded by Captain Nemo.",9.358197,"[{""name"": ""Walt Disney Productions"", ""id"": 3166}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1954,28200000,127,"[{""iso_639_1"": ""en"", ""name"": ""English""}]","Released","The mightiest motion picture of them all!","20,000 Leagues Under the Sea",6.8,157
"58",58,4,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 10752, ""name"": ""War""}]","",22649,"[{""id"": 131, ""name"": ""italy""}, {""id"": 428, ""name"": ""nurse""}, {""id"": 3452, ""name"": ""love letter""}, {""id"": 3776, ""name"": ""officer""}, {""id"": 10093, ""name"": ""priest""}, {""id"": 10685, ""name"": ""escape""}, {""id"": 11612, ""name"": ""hospital""}, {""id"": 12392, ""name"": ""best friend""}, {""id"": 156764, ""name"": ""pre-code""}, {""id"": 158547, ""name"": ""air raid""}, {""id"": 185034, ""name"": ""ambulance driver""}, {""id"": 185037, ""name"": ""battle of the isonzo""}, {""id"": 233360, ""name"": ""air attack""}]","en","A Farewell to Arms","British nurse Catherine Barkley (Helen Hayes) and American Lieutenant Frederic Henry (Gary Cooper) fall in love during the First World War in Italy. Eventually separated by Frederic's transfer, tremendous challenges and difficult decisions face each, as the war rages on. Academy Awards winner for Best Cinematography and for Best Sound, Recording. Nominated for Best Picture and for Best Art Direction.",1.199451,"[{""name"": ""Paramount Pictures"", ""id"": 4}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1932,25,89,"[{""iso_639_1"": ""en"", ""name"": ""English""}]","Released","Every woman who has loved will understand","A Farewell to Arms",6.2,28
"59",59,4000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]","",27191,"[{""id"": 291, ""name"": ""circus""}, {""id"": 41585, ""name"": ""travelling circus""}]","en","The Greatest Show on Earth","To ensure a full profitable season, circus manager Brad Braden engages The Great Sebastian, though this moves his girlfriend Holly from her hard-won center trapeze spot. Holly and Sebastian begin a dangerous one-upmanship duel in the ring, while he pursues her on the ground.",8.988455,"[{""name"": ""Paramount Pictures"", ""id"": 4}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1952,3.6e+07,152,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""de"", ""name"": ""Deutsch""}]","Released","","The Greatest Show on Earth",6.6,50
"60",60,4000000,"[{""id"": 18, ""name"": ""Drama""}]","",40494,"[{""id"": 291, ""name"": ""circus""}, {""id"": 180181, ""name"": ""trapeze artist""}]","en","Trapeze","A pair of men try to perform the dangerous ""triple"" in their trapeze act. Problems arise when the duo is made into a trio following the addition of a sexy female performer.",1.379354,"[{""name"": ""Joanna Productions"", ""id"": 5799}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1956,14400000,105,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""it"", ""name"": ""Italiano""}]","Released","High...High...High...Above Them All! - in excitement! - in spectacle! - in fire, flesh and fury!","Trapeze",6.4,22
"61",61,3950000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]","",22301,"[{""id"": 2504, ""name"": ""world war i""}, {""id"": 3520, ""name"": ""zeppelin""}, {""id"": 10397, ""name"": ""royal air force""}, {""id"": 10398, ""name"": ""royal flying corps""}, {""id"": 10399, ""name"": ""dogfight""}, {""id"": 10400, ""name"": ""airship""}]","en","Hell's Angels","Two brothers attending Oxford enlist with the Royal Flying Corps when World War I breaks out. Roy and Monte Rutledge have very different personalities. Monte is a freewheeling womanizer, even with his brother's girlfriend Helen. He also proves to have a yellow streak when it comes to his Night Patrol duties. Roy is made of strong moral fiber and attempts to keep his brother in line. Both volunteer for an extremely risky two man bombing mission for different reasons. Monte wants to lose his cowardly reputation and Roy seeks to protect his brother. Roy loves Helen; Helen enjoys an affair with Monte; before they leave on their mission over Germany they find her in still another man's arms.  Their assignment to knock out a strategic German munitions facility is a booming success, but with a squadron of fighters bearing down on them afterwards, escape seems unlikely.",8.484123,"[{""name"": ""The Caddo Company"", ""id"": 13866}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1930,8e+06,127,"[{""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""de"", ""name"": ""Deutsch""}]","Released","Howard Hughes' Thrilling Multi-Million Dollar Air Spectacle","Hell's Angels",6.1,19
"62",62,3900000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]","",874,"[{""id"": 392, ""name"": ""england""}, {""id"": 717, ""name"": ""pope""}, {""id"": 1829, ""name"": ""beheading""}, {""id"": 2122, ""name"": ""death penalty""}, {""id"": 4350, ""name"": ""thomas more""}, {""id"": 4351, ""name"": ""protestant church""}, {""id"": 4352, ""name"": ""thomas cromwell""}, {""id"": 4353, ""name"": ""oath""}, {""id"": 190285, ""name"": ""henry viii""}]","en","A Man for All Seasons","A Man for All Seasons is the filmed version of the life of Thomas More. An English man comes to Sir Thomas More to ask if he can divorce his wife since King Henry VIII has made it illegal. Sir Thomas More stands up in opposition to the King even though he knows he’s risking his own life. An award winning film from 1966.",9.541688,"[{""name"": ""Columbia Pictures Corporation"", ""id"": 441}, {""name"": ""Highland Films"", ""id"": 571}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",1966,28350000,120,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""la"", ""name"": ""Latin""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]","Released","...a motion picture for all times!","A Man for All Seasons",7.5,89
"63",63,4000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 10752, ""name"": ""War""}]","",770,"[{""id"": 314, ""name"": ""life and death""}, {""id"": 393, ""name"": ""civil war""}, {""id"": 531, ""name"": ""southern usa""}, {""id"": 1452, ""name"": ""loss of child""}, {""id"": 1459, ""name"": ""marriage proposal""}, {""id"": 2076, ""name"": ""atlanta""}, {""id"": 2613, ""name"": ""luxury""}, {""id"": 3136, ""name"": ""plantation""}, {""id"": 4020, ""name"": ""typhus""}, {""id"": 4021, ""name"": ""business woman""}, {""id"": 5809, ""name"": ""marriage crisis""}]","en","Gone with the Wind","An American classic in which a manipulative woman and a roguish man carry on a turbulent love affair in the American south during the Civil War and Reconstruction.",48.98255,"[{""name"": ""Selznick International Pictures"", ""id"": 1553}, {""name"": ""Metro-Goldwyn-Mayer (MGM)"", ""id"": 8411}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1939,400176459,238,"[{""iso_639_1"": ""en"", ""name"": ""English""}]","Released","The greatest romance of all time!","Gone with the Wind",7.7,970
"64",64,3768785,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10402, ""name"": ""Music""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 37, ""name"": ""Western""}]","",25209,"[{""id"": 4344, ""name"": ""musical""}, {""id"": 10991, ""name"": ""annie oakley""}, {""id"": 18105, ""name"": ""sharpshooter""}]","en","Annie Get Your Gun","This film adaptation of Irving Berlin's classic musical stars Betty Hutton as gunslinger Annie Oakley, who romances fellow sharpshooter Frank Butler (Howard Keel) as they travel with Buffalo Bill's Wild West Show. Previously off target when it comes to love, Annie proves you can get a man with a gun in this battle-of-the-sexes extravaganza, which features timeless numbers like ""Anything You Can Do"" and ""There's No Business Like Show Business.""",1.726175,"[{""name"": ""Metro-Goldwyn-Mayer (MGM)"", ""id"": 8411}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1950,8e+06,107,"[{""iso_639_1"": ""en"", ""name"": ""English""}]","Released","","Annie Get Your Gun",7.3,22
"65",65,2500000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]","http://www.mgm.com/view/movie/760/Goldfinger/",658,"[{""id"": 3271, ""name"": ""secret organization""}, {""id"": 3272, ""name"": ""secret intelligence service""}, {""id"": 3275, ""name"": ""nuclear radiation""}, {""id"": 3286, ""name"": ""fort knox""}, {""id"": 3287, ""name"": ""aston martin""}, {""id"": 3288, ""name"": ""secret lab""}, {""id"": 3291, ""name"": ""kentucky""}, {""id"": 3293, ""name"": ""gas attack""}, {""id"": 3800, ""name"": ""airplane""}, {""id"": 156095, ""name"": ""british secret service""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}]","en","Goldfinger","Special agent 007 (Sean Connery) comes face to face with one of the most notorious villains of all time, and now he must outwit and outgun the powerful tycoon to prevent him from cashing in on a devious scheme to raid Fort Knox -- and obliterate the world's economy.",47.812466,"[{""name"": ""United Artists"", ""id"": 60}, {""name"": ""Eon Productions"", ""id"": 7576}, {""name"": ""Danjaq"", ""id"": 10761}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1964,124881062,110,"[{""iso_639_1"": ""zh"", ""name"": ""\u666e\u901a\u8bdd""}, {""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]","Released","Everything he touches turns into excitement!","Goldfinger",7.2,987
"66",66,3000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]","",261,"[{""id"": 30, ""name"": ""individual""}, {""id"": 236, ""name"": ""suicide""}, {""id"": 531, ""name"": ""southern usa""}, {""id"": 596, ""name"": ""adultery""}, {""id"": 787, ""name"": ""mississippi""}, {""id"": 894, ""name"": ""depression""}, {""id"": 931, ""name"": ""jealousy""}, {""id"": 1157, ""name"": ""wife husband relationship""}, {""id"": 3737, ""name"": ""dying and death""}, {""id"": 33457, ""name"": ""alcoholic""}]","en","Cat on a Hot Tin Roof","Brick, an alcoholic ex-football player, drinks his days away and resists the affections of his wife, Maggie. His reunion with his father, Big Daddy, who is dying of cancer, jogs a host of memories and revelations for both father and son.",16.553594,"[{""name"": ""Avon Production"", ""id"": 100}, {""name"": ""Metro-Goldwyn-Mayer (MGM)"", ""id"": 8411}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1958,17570324,108,"[{""iso_639_1"": ""en"", ""name"": ""English""}]","Released","Just one pillow on her bed ... and just one desire in her heart!","Cat on a Hot Tin Roof",7.6,165
"67",67,3000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}, {""id"": 10752, ""name"": ""War""}]","",826,"[{""id"": 233, ""name"": ""japan""}, {""id"": 836, ""name"": ""resistance""}, {""id"": 907, ""name"": ""japanese""}, {""id"": 1261, ""name"": ""river""}, {""id"": 1968, ""name"": ""prisoners of war""}, {""id"": 3434, ""name"": ""thailand""}, {""id"": 3450, ""name"": ""bridge""}, {""id"": 3776, ""name"": ""officer""}]","en","The Bridge on the River Kwai","The classic story of English POWs in Burma forced to build a bridge to aid the war effort of their Japanese captors. British and American intelligence officers conspire to blow up the structure, but Col. Nicholson , the commander who supervised the bridge's construction, has acquired a sense of pride in his creation and tries to foil their plans.",23.109959,"[{""name"": ""Columbia Pictures Corporation"", ""id"": 441}, {""name"": ""Horizon Pictures (II)"", ""id"": 11356}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1957,33300000,161,"[{""iso_639_1"": ""ja"", ""name"": ""\u65e5\u672c\u8a9e""}, {""iso_639_1"": ""th"", ""name"": ""\u0e20\u0e32\u0e29\u0e32\u0e44\u0e17\u0e22""}, {""iso_639_1"": ""en"", ""name"": ""English""}]","Released","It spans a whole new world of entertainment!","The Bridge on the River Kwai",7.7,542
