all_data_2,scena
<br><b><u>JACK</u>:</b><br>,173
"I swear on my life, I won't...",173
<br><b><u>TYLER</u>:</b><br>,173
"You will. You know you will. Jack stares at Tyler, tears welling up, hangs his head. He looks at the gun in his hand...",173
<br><b><u>TYLER</u>:</b><br>,173
"Can you live with that? Jack stares at the gun a long time... then... Jack brings the gun up, PUTS THE GUN IN HIS MOUTH. Tyler cocks his head.",173
<br><b><u>TYLER</u>:</b><br>,173
What are you doing?,173
<br><b><u>JACK</u>:</b><br>,173
What have you left for me?,173
<br><b><u>TYLER</u>:</b><br>,173
Why do you want to do that? Why do you want to put that gun in your mouth?,173
<br><b><u>JACK</u>:</b><br>,173
Not my mouth. Our mouth. Tyler is calm.,173
<br><b><u>TYLER</u>:</b><br>,173
"This is interesting. Tyler smiles in appreciation, slowly walks forward, stands very close to Jack.",173
<br><b><u>TYLER</u>:</b><br>,173
"Why are you going with this, Ikea- boy?",173
<br><b><u>JACK</u>:</b><br>,173
It's the only way to get rid of you... Jack COCKS the hammer on the gun.,173
<br><b><u>TYLER</u>:</b><br>,173
"I can see you feel very strongly. I feel strongly too. (pause) Hey, you and me. (pause) Friends again? Their eyes are locked, unblinking. Long silence.",173
<br><b><u>JACK</u>:</b><br>,173
Do something for me.,173
<br><b><u>TYLER</u>:</b><br>,173
What?,173
<br><b><u>JACK</u>:</b><br>,173
Appreciate something.,173
<br><b><u>TYLER</u>:</b><br>,173
What?,173
<br><b><u>JACK</u>:</b><br>,173
Look at me...,173
<br><b><u>TYLER</u>:</b><br>,173
What?,173
<br><b><u>JACK</u>:</b><br>,173
"My eyes are open. EXTREME SLOW MOTION: Jack's finger squeezes the trigger... KABLAM! -- Jack's cheeks INFLATE with gas. His eyes bulge. BLOOD flies out from his head. The WINDOW behind him SHATTERS. SMOKE wafts out of his mouth and tear ducts. RESUME NORMAL SPEED as the GLASS FALLS behind Jack... Tyler stands, in gunsmoke, eyes glazed, sniffs the air...",173
<br><b><u>TYLER</u>:</b><br>,173
"What's that smell... ? Jack slumps to the floor... Tyler falls... Tyler hits the ground. The back of TYLER'S HEAD is BLOWN OPEN, revealing blood, skull and brain. Suddenly, a GROUP of SPACE MONKEYS burst into the room, moving forward to Jack. TYLER'S BODY IS GONE. TALL SPACE MONKEY Are you all right, sir... ?! Jack quakes, holding the side of his head; a ragged hole blown in his CHEEK. He's bleeding hard, but he's alive.",173
<br><b><u>JACK</u>:</b><br>,173
"I'm okay... Jack looks to the Space Monkeys, trying to get his eyes to see. TWO SPACE MONKEYS enter with Marla. One holds a gun to Marla as she struggles. SHORT SPACE MONKEY Are you sure? You look terrible, sir! What's happened?",173
<br><b><u>JACK</u>:</b><br>,173
"Everything's fine. ANOTHER SPACE MONKEY Sir, you look really awful! Do you need medical assistance? Jack sees Marla, tries to get to his feet, falls...",173
<br><b><u>JACK</u>:</b><br>,173
"Bring the girl to me. The rest of you get out. Now! The Monkeys bring Marla, releasing her, saluting.",173
<br><b><u>MARLA</u>:</b><br>,173
What happened... ?,173
<br><b><u>JACK</u>:</b><br>,173
"Don't ask. Marla crouches, takes out wadded TISSUES and tries to apply. them to Jack's wound. Space Monkeys are leaving, hesitantly.",173
<br><b><u>JACK</u>:</b><br>,173
Get to the rendezvous point. Move it! Jack and Marla are left alone.,173
<br><b><u>MARLA</u>:</b><br>,173
"My God, you're shot...",173
<br><b><u>JACK</u>:</b><br>,173
Yes. Jack tries to got up. Marla helps him.,173
<br><b><u>MARLA</u>:</b><br>,173
Who did this to you?,173
<br><b><u>JACK</u>:</b><br>,173
"I did, I think. But, I'm okay... I'm fine... MASSIVE EXPLOSION... the glass walls rattle... Jack and Marla look -- OUT THE WINDOWS: a BUILDING EXPLODES; collapsing upon itself. Then, ANOTHER BUILDING IMPLODES into a massive cloud of dust. Jack and Marla are silhouetted against the SKYLINE. Jack looks to Marla, reaches to take her hand.",173
<br><b><u>JACK</u>:</b><br>,173
"I'm sorry... you met me at a very strange time in my life. Marla looks at him. ANOTHER BUILDING IMPLODES and COLLAPSES inward... and ANOTHER BUILDING... and ANOTHER... The FILM SLOWS, then ADVANCES ONE FRAME at a TIME -- SHOWING SPROCKET HOLES on the SIDES. EACH FRAME is an IMPLODING BUILDING -- then, ONE FRAME IS A PENIS. Then, the IMPLODING BUILDING again. SPEED UP the frames, LOSE the sprocket holes, RESUME NORMAL SPEED... FADE TO BLACK: end ------------------------------------------------------------- Fight Club Writers : Jim Uhls Genres : Action Drama Thriller User Comments Back to IMSDb<br><a href='#top'>gora strony</a>",173

